"Metabolite"	"Number_of_IVs"	"Number_of_Proxies"	"Weighted_Mode_Estimate"	"Weighted_Mode_SE"	"Weighted_Mode_Pval"	"Weighted_Median_Estimate"	"Weighted_Median_SE"	"Weighted_Median_Pval"	"Random_IVW_Estimate"	"Random_IVW_SE"	"Random_IVW_Pval"	"Random_IVW_RSE"	"Random_IVW_HetStat"	"Random_IVW_FStat"	"Fixed_IVW_Estimate"	"Fixed_IVW_SE"	"Fixed_IVW_Pval"	"Fixed_IVW_RSE"	"Fixed_IVW_HetStat"	"Fixed_IVW_FStat"	"Egger_Estimate"	"Egger_SE"	"Egger_Pval"	"Egger_Intercept"	"Egger_Intercept_SE"	"Egger_Intercept_Pval"	"Egger_RSE"	"Egger_HetStat"	"Egger_Isq"
"1-(1-enyl-oleoyl)-GPC (P-18_1)*"	5	0	0.185013395823057	0.074783305850538	0.0133612211520243	0.0524730809972692	0.0584352984046913	0.369202126628949	0.0320985848555308	0.0866525736671562	0.71106322486316	3.85734426452672	59.5164191003088	50.5781236625968	0.0320985848555308	0.0224643090491141	0.153041504406156	3.85734426452672	59.5164191003088	50.5781236625968	0.308409692010681	0.230736177320137	0.181342315773488	-0.0284442419640582	0.0222595254401756	0.201303788085151	3.58420138088408	38.539498616194	0.83009142929701
"1-(1-enyl-oleoyl)-GPE (P-18_1)*"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0128508893052126	0.0737235228562197	0.861620326657991	NA	NA	21.0227298890652	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16_0_20_4)*"	2	0	NA	NA	NA	NA	NA	NA	-0.0572716693954236	0.0146049468090101	8.80402117069128e-05	0.15073190877186	0.0227201083220083	310.582556853986	-0.0572716693954236	0.0146049468090101	8.80402117069128e-05	0.15073190877186	0.0227201083220083	310.582556853986	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16_0_20_4)*"	3	0	0.105374589083325	0.0166467170096089	2.45078134905981e-10	0.107088607117616	0.0168725937324662	2.19701743673375e-10	0.130464761021999	0.0745029542882665	0.0799225889057849	4.85445947955859	47.1315536773525	187.600788537582	0.130464761021999	0.015347322313017	1.88262795212413e-17	4.85445947955859	47.1315536773525	187.600788537582	-0.149785503142675	0.236235497543363	0.526047125821037	0.0502312803874283	0.0406418570483923	0.21647735860718	4.31821433787018	18.6469750677876	0.978368163782329
"1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16_0_22_6)*"	4	0	-0.0924878379218447	0.0266177927818577	0.000511497061215247	-0.040542870611895	0.0319306507096176	0.204185671705929	0.0225615524139076	0.0800267631639194	0.77800095044999	4.45504794740229	59.54235664096	102.205678667303	0.0225615524139076	0.0179631654044448	0.20911967045888	4.45504794740229	59.54235664096	102.205678667303	0.202659303180716	0.412528080483124	0.623241267036451	-0.0205591241486257	0.0458685672368604	0.653995768239585	5.20131197271072	54.1072924749277	0.890191333797259
"1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16_0_22_6)*"	2	0	NA	NA	NA	NA	NA	NA	0.138095520670976	0.1740411417817	0.427507066700806	5.30619984602889	28.155756805997	62.1027810544706	0.138095520670976	0.0327995829090288	2.55051193513514e-05	5.30619984602889	28.155756805997	62.1027810544706	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16_0_18_2)*"	4	0	-0.0555506305220871	0.0310194647270759	0.07332035954508	-0.0653644635807532	0.0402859502109491	0.104693628103885	-0.135483873816676	0.0633218466899336	0.0323865310058424	2.69375123375909	21.7688871281358	59.8027940495088	-0.135483873816676	0.0235069392809406	8.23534102389044e-09	2.69375123375909	21.7688871281358	59.8027940495088	0.13321750531762	0.267235026445143	0.618129442036854	-0.0230372528377884	0.0222740729280314	0.301013158830349	2.66299363243408	14.183070172769	0.744116262722485
"1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16_0_18_2)*"	2	0	NA	NA	NA	NA	NA	NA	0.0788426619609176	0.0395862267731239	0.0464073836666264	1.44043612705207	2.07485623611675	89.7532177985617	0.0788426619609176	0.0274821118615925	0.0041193843297472	1.44043612705207	2.07485623611675	89.7532177985617	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-2-myristoyl-GPC (P-16_0_14_0)*"	3	0	-0.0688561506355959	0.0190786703664078	0.000307303283064249	-0.0663357499126289	0.0202425751077214	0.00104901110994591	-0.0105572605462778	0.0863058707157616	0.902642597826858	5.10335276995958	52.0884189893082	151.897711612846	-0.0105572605462778	0.0169116019617129	0.532455920434283	5.10335276995958	52.0884189893082	151.897711612846	-0.224751271443104	0.30526943958813	0.46158525278296	0.0306230123542235	0.0413304954432356	0.458735761745597	5.79893210658162	33.6276135767431	0.960301131815937
"1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16_0_18_1)*"	7	0	-0.0935309141557965	0.0302275042078757	0.00197323044621117	-0.0950162872081598	0.025556433097871	0.000200884989429136	-0.0979838793369403	0.0363412014032397	0.0070131300166722	2.07696964345211	25.8828173989294	63.8304727986058	-0.0979838793369403	0.0174972231865832	2.14392126490353e-08	2.07696964345211	25.8828173989294	63.8304727986058	-0.0737387110491954	0.20590038929589	0.72024746615756	-0.00227441353953768	0.0189518909133875	0.904475347114122	2.27193647737153	25.8084767860567	0.776590297283358
