"Metabolite"	"Number_of_IVs"	"Number_of_Proxies"	"Weighted_Mode_Estimate"	"Weighted_Mode_SE"	"Weighted_Mode_Pval"	"Weighted_Median_Estimate"	"Weighted_Median_SE"	"Weighted_Median_Pval"	"Random_IVW_Estimate"	"Random_IVW_SE"	"Random_IVW_Pval"	"Random_IVW_RSE"	"Random_IVW_HetStat"	"Random_IVW_FStat"	"Fixed_IVW_Estimate"	"Fixed_IVW_SE"	"Fixed_IVW_Pval"	"Fixed_IVW_RSE"	"Fixed_IVW_HetStat"	"Fixed_IVW_FStat"	"Egger_Estimate"	"Egger_SE"	"Egger_Pval"	"Egger_Intercept"	"Egger_Intercept_SE"	"Egger_Intercept_Pval"	"Egger_RSE"	"Egger_HetStat"	"Egger_Isq"
"1-(1-enyl-oleoyl)-GPC (P-18_1)*"	2	0	NA	NA	NA	NA	NA	NA	0.0712916811381823	0.0286963679446943	0.0129789959855833	2.56619588532817	6.58536132187521	70.4259935495826	0.0712916811381823	0.0111824541956292	1.82585871333268e-10	2.56619588532817	6.58536132187521	70.4259935495826	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16_0_20_4)*"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0129241199072008	0.0139182829769855	0.353111234506006	NA	NA	83.9704726622425	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16_0_20_4)*"	3	0	0.0367969810823196	0.00643464787094488	1.07424575228217e-08	0.0366591764981399	0.00588619317208263	4.72444777656285e-10	0.037607310811334	0.00839432375055273	7.46121996509688e-06	1.58728137188475	5.03892430706467	187.600788537582	0.037607310811334	0.00528849131555374	1.15071183142486e-12	1.58728137188475	5.03892430706467	187.600788537582	0.0223621799909238	0.0406679940411052	0.582407359680919	0.00279301688323969	0.00716975732477268	0.69686541973015	2.09165079686091	4.37500305600886	0.982149309874284
"1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16_0_22_6)*"	3	0	-0.00581253931774856	0.0102354458826774	0.570114176947895	-0.00644372654781038	0.00892977299357382	0.470540276925301	-0.00779272042289173	0.00822670513115119	0.343513013362146	0.454637153080879	0.413389881922973	88.2895821988539	-0.00779272042289173	0.00822670513115119	0.343513013362146	0.454637153080879	0.413389881922973	88.2895821988539	0.00853439776326741	0.0331846312328375	0.797040420316493	-0.00172459896273493	0.00339580273783556	0.611550168450466	0.39429193865347	0.155466132887111	0.873700302552721
"1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16_0_22_6)*"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00287557226284341	0.0153363854018315	0.851268623688206	NA	NA	73.2658288605611	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16_0_18_2)*"	4	0	-0.0111126388289166	0.0105293225616346	0.291242779033535	-0.00377869527834742	0.0108416707082711	0.727438878160174	0.0153388009831461	0.030414251142806	0.614029921922359	3.74449091065533	42.0636365399412	59.8027940495088	0.0153388009831461	0.00812239951130852	0.0589646457090472	3.74449091065533	42.0636365399412	59.8027940495088	-0.121396878551258	0.125494461329939	0.333369847383796	0.0116598337842821	0.0104075898676346	0.262577311601208	3.59476143725302	25.8446195815228	0.719827524806325
"1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16_0_18_2)*"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0194052807277456	0.0112675823580458	0.0850292707808799	NA	NA	150.596268060426	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-2-myristoyl-GPC (P-16_0_14_0)*"	3	0	-0.00712895642581989	0.0068136678105719	0.295435023414324	-0.00139067201569824	0.00725649235481122	0.848020124818576	0.0117947845467122	0.0285474937809423	0.679486774259872	4.74321698130864	44.9962146635493	151.897711612846	0.0117947845467122	0.00601859326559126	0.0500280025050855	4.74321698130864	44.9962146635493	151.897711612846	-0.0451306778868665	0.110351664037389	0.682560627475556	0.00807301257007186	0.014820105658652	0.585936610146445	5.89063870836617	34.6996243925019	0.957409287426287
"1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16_0_18_1)*"	6	0	-0.0051546518267916	0.0125266473032067	0.680709659796365	0.0143267397797899	0.0118873308336488	0.228121925192617	0.0168429885226575	0.0155117832018099	0.277559090098712	2.11538567674089	22.3742828068027	53.9794722677889	0.0168429885226575	0.00733283928900776	0.021622996903761	2.11538567674089	22.3742828068027	53.9794722677889	0.0156068440154756	0.0918058969733677	0.865011494153683	0.000110248257511914	0.00804049498556074	0.989060048369661	2.36501750608704	22.3732312163926	0.664219012916077
"1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16_0_18_1)*"	2	1	NA	NA	NA	NA	NA	NA	-0.0198655134883435	0.0133113001542296	0.135599646320434	0.260797118664878	0.0680151371039026	66.8700080338094	-0.0198655134883435	0.0133113001542296	0.135599646320434	0.260797118664878	0.0680151371039026	66.8700080338094	NA	NA	NA	NA	NA	NA	NA	NA	NA
